BASICSIGHT1,Basic Sight Word List 1,I,am,the,go,going,to,shop,car,at,in,is,Mum,here,and,see,Dad,a,cat,can,said,run,running,jump,jumping,school
BASICSIGHT2,Basic Sight Word List 2,we,are,look,dog,come,bus,play,this,there,went,with,asked,bat,hit,ball,kicked,red,boy,girls,big,like,computer,TV,watch,home
BASICSIGHT3,Basic Sight Word List 3,away,an,have,books,came,you,call,called,eat,food,for,from,father,mother,green,he,has,house,will,help,was,lost,my,on,off
BASICSIGHT4,Basic Sight Word List 4,old,other,road,please,plane,over,had,game,saw,they,she,that,if,one,two,when,then,thankyou,town,where,door,man,what,children,yes
BASICSIGHT5,Basic Sight Word List 5,no,happy,your,were,all,apple,be,but,did,why,do,into,get,good,bad,his,it,her,put,little,up,smile,sun,bed,cold
BASICSIGHT6,Basic Sight Word List 6,zoo,woman,getting,time,day,sad,hill,kind,pig,angry,fish,say,give,milk,out,now,face,name,gone,bike,ride,catch,after,moon,very
BASICSIGHT7,Basic Sight Word List 7,water,icecream,leg,arm,foot,feet,as,room,around,drive,truck,of,some,toy,him,grow,hurt,stop,clothes,finger,cut,boat,sea,beach,horse
